time,steering_error,distance,command,both_detected,robot_x,robot_y,pid_p,pid_i,pid_d,kp,ki,kd
0.4907197952270508,,,MOTOR 1650 1391,False,,,,,,0.8,0.01,0.05
0.5200881958007812,-94.57242493854336,974.4480488974258,MOTOR 1650 1450,True,177,432,-75.658,-0.5,15.862,0.8,0.01,0.05
0.5580792427062988,-87.33185714943802,973.0493307124773,MOTOR 1650 1448,True,179,438,-69.865,-0.5,9.546,0.8,0.01,0.05
0.5866343975067139,-80.83957844988532,969.9200998020403,MOTOR 1650 1471,True,183,446,-64.672,-0.5,11.346,0.8,0.01,0.05
0.6177828311920166,,,MOTOR 1650 1471,False,,,,,,0.8,0.01,0.05
0.6504833698272705,-69.2620049826383,960.7772894901294,MOTOR 1650 1494,True,194,461,-55.41,-0.5,9.066,0.8,0.01,0.05
0.6979129314422607,,,MOTOR 1650 1494,False,,,,,,0.8,0.01,0.05
0.7291896343231201,,,MOTOR 1650 1494,False,,,,,,0.8,0.01,0.05
0.760429859161377,,,MOTOR 1650 1494,False,,,,,,0.8,0.01,0.05
0.794180154800415,-41.212913966014376,930.7421769749128,MOTOR 1650 1571,True,227,480,-32.97,-0.5,9.761,0.8,0.01,0.05
0.8263664245605469,,,MOTOR 1650 1571,False,,,,,,0.8,0.01,0.05
0.8608615398406982,-27.30380015218554,910.4597739603876,MOTOR 1650 1611,True,248,484,-21.843,-0.5,10.432,0.8,0.01,0.05
0.8904070854187012,-23.069470820484973,899.0984373248571,MOTOR 1650 1611,True,260,486,-18.456,-0.5,7.167,0.8,0.01,0.05
0.921360969543457,-33.427929797001646,885.2897830654096,MOTOR 1650 1504,True,274,486,-26.742,-0.5,-16.733,0.8,0.01,0.05
0.9544355869293213,-17.250761537215816,873.3292620770244,MOTOR 1617 1650,True,287,491,-13.801,-0.5,24.479,0.8,0.01,0.05
0.9888057708740234,-17.947590624411625,856.7718482770077,MOTOR 1650 1598,True,304,492,-14.358,-0.5,-1.013,0.8,0.01,0.05
1.0350728034973145,-21.38139450666626,842.6398993638979,MOTOR 1650 1579,True,318,490,-17.105,-0.5,-3.705,0.8,0.01,0.05
1.0671360492706299,-12.721329920608433,829.0530742962118,MOTOR 1641 1650,True,332,491,-10.177,-0.5,13.516,0.8,0.01,0.05
1.100416898727417,-6.866549749712816,816.2769137982526,MOTOR 1641 1650,True,345,491,-5.493,-0.5,8.791,0.8,0.01,0.05
1.1292853355407715,-7.50706508311549,801.77802414384,MOTOR 1650 1625,True,359,487,-6.006,-0.5,-1.11,0.8,0.01,0.05
1.1634888648986816,0.4298131091741651,790.5978750287658,MOTOR 1612 1650,True,370,485,0.344,-0.5,11.618,0.8,0.01,0.05
1.1958117485046387,4.060478920403833,773.7706378507781,MOTOR 1623 1650,True,386,479,3.248,-0.499,5.622,0.8,0.01,0.05
1.2277476787567139,3.905498728155523,759.1007838225436,MOTOR 1643 1650,True,400,474,3.124,-0.497,-0.242,0.8,0.01,0.05
1.2616469860076904,7.546837690189119,746.7589972675254,MOTOR 1614 1650,True,412,471,6.037,-0.495,5.375,0.8,0.01,0.05
1.2922260761260986,11.176020295798969,732.9120001746458,MOTOR 1603 1650,True,425,465,8.941,-0.491,5.939,0.8,0.01,0.05
1.3259694576263428,11.687398172303219,718.9172414123896,MOTOR 1618 1650,True,438,459,9.35,-0.487,0.759,0.8,0.01,0.05
1.3590083122253418,,,MOTOR 1618 1650,False,,,,,,0.8,0.01,0.05
1.4077720642089844,,,MOTOR 1618 1650,False,,,,,,0.8,0.01,0.05
1.438197374343872,,,MOTOR 1618 1650,False,,,,,,0.8,0.01,0.05
1.4652905464172363,,,MOTOR 1618 1650,False,,,,,,0.8,0.01,0.05
1.4973058700561523,,,MOTOR 1618 1650,False,,,,,,0.8,0.01,0.05
1.5337164402008057,,,MOTOR 1618 1650,False,,,,,,0.8,0.01,0.05
1.5659699440002441,,,MOTOR 1618 1650,False,,,,,,0.8,0.01,0.05
1.5980064868927002,6.439298670774025,585.7678721131776,MOTOR 1638 1650,True,567,421,5.151,-0.47,-0.965,0.8,0.01,0.05
1.6309373378753662,7.152804055315526,571.349280213076,MOTOR 1629 1650,True,581,417,5.722,-0.468,1.082,0.8,0.01,0.05
1.6642389297485352,8.287493076370414,557.0718086566578,MOTOR 1624 1650,True,595,414,6.63,-0.465,1.715,0.8,0.01,0.05
1.6956145763397217,,,MOTOR 1624 1650,False,,,,,,0.8,0.01,0.05
1.7431211471557617,,,MOTOR 1624 1650,False,,,,,,0.8,0.01,0.05
1.7757964134216309,,,MOTOR 1624 1650,False,,,,,,0.8,0.01,0.05
1.8058056831359863,,,MOTOR 1624 1650,False,,,,,,0.8,0.01,0.05
1.8375465869903564,,,MOTOR 1624 1650,False,,,,,,0.8,0.01,0.05
1.8675909042358398,,,MOTOR 1624 1650,False,,,,,,0.8,0.01,0.05
1.9058644771575928,,,MOTOR 1624 1650,False,,,,,,0.8,0.01,0.05
1.934079647064209,,,MOTOR 1624 1650,False,,,,,,0.8,0.01,0.05
1.9690043926239014,9.422596558185067,403.6087214122113,MOTOR 1626 1650,True,745,375,7.538,-0.436,0.186,0.8,0.01,0.05
2.001929521560669,9.72102580313788,388.2396167317292,MOTOR 1625 1650,True,760,370,7.777,-0.433,0.453,0.8,0.01,0.05
2.0281217098236084,9.72102580313788,388.2396167317292,MOTOR 1626 1650,True,760,370,7.777,-0.43,0.0,0.8,0.01,0.05
2.082746982574463,13.668379839795685,359.8013340720126,MOTOR 1603 1650,True,788,363,10.935,-0.423,3.608,0.8,0.01,0.05
2.110799789428711,,,MOTOR 1603 1650,False,,,,,,0.8,0.01,0.05
2.1387155055999756,,,MOTOR 1603 1650,False,,,,,,0.8,0.01,0.05
2.17433762550354,,,MOTOR 1603 1650,False,,,,,,0.8,0.01,0.05
2.2068569660186768,,,MOTOR 1603 1650,False,,,,,,0.8,0.01,0.05
2.2360873222351074,,,MOTOR 1603 1650,False,,,,,,0.8,0.01,0.05
2.2648959159851074,,,MOTOR 1603 1650,False,,,,,,0.8,0.01,0.05
2.297940254211426,,,MOTOR 1603 1650,False,,,,,,0.8,0.01,0.05
2.3291289806365967,7.416336055748953,229.0,MOTOR 1636 1650,True,918,339,5.933,-0.405,-1.268,0.8,0.01,0.05
2.3434906005859375,7.416336055748953,229.0,MOTOR 1632 1650,True,918,339,5.933,-0.403,0.0,0.8,0.01,0.05
2.362189531326294,9.847388316519949,214.05840324546944,MOTOR 1604 1650,True,933,334,7.878,-0.402,6.508,0.8,0.01,0.05
2.3956644535064697,,,MOTOR 1604 1650,False,,,,,,0.8,0.01,0.05
2.475996494293213,,,MOTOR 1604 1650,False,,,,,,0.8,0.01,0.05
2.504551649093628,,,MOTOR 1604 1650,False,,,,,,0.8,0.01,0.05
2.5379586219787598,,,MOTOR 1604 1650,False,,,,,,0.8,0.01,0.05
2.5676183700561523,,,MOTOR 1604 1650,False,,,,,,0.8,0.01,0.05
2.6022989749908447,,,MOTOR 1604 1650,False,,,,,,0.8,0.01,0.05
2.6340858936309814,,,MOTOR 1604 1650,False,,,,,,0.8,0.01,0.05
2.6632211208343506,,,STOP,False,,,,,,0.8,0.01,0.05
2.6724605560302734,,,STOP,False,,,,,,0.8,0.01,0.05
2.696336030960083,,,STOP,False,,,,,,0.8,0.01,0.05
2.726905345916748,,,STOP,False,,,,,,0.8,0.01,0.05
2.777721881866455,,,STOP,False,,,,,,0.8,0.01,0.05
2.8094959259033203,5.187415395571224,127.66362050325849,FORWARD,True,1093,327,,,,0.8,0.01,0.05
