time,steering_error,distance,command,both_detected,robot_x,robot_y,pid_p,pid_i,pid_d,kp,ki,kd
0.03246808052062988,0.288791249020776,952.3828011886817,MOTOR 1648 1650,True,195,363,0.231,0.0,0.565,0.8,0.01,0.05
0.057035207748413086,0.288791249020776,952.3828011886817,MOTOR 1650 1650,True,195,363,0.231,0.0,0.0,0.8,0.01,0.05
0.08845353126525879,,,MOTOR 1650 1650,False,,,,,,0.8,0.01,0.05
0.13672089576721191,,,MOTOR 1650 1650,False,,,,,,0.8,0.01,0.05
0.1670515537261963,,,MOTOR 1650 1650,False,,,,,,0.8,0.01,0.05
0.20249056816101074,,,MOTOR 1650 1650,False,,,,,,0.8,0.01,0.05
0.23589205741882324,,,MOTOR 1650 1650,False,,,,,,0.8,0.01,0.05
0.26819825172424316,,,MOTOR 1650 1650,False,,,,,,0.8,0.01,0.05
0.2974104881286621,,,MOTOR 1650 1650,False,,,,,,0.8,0.01,0.05
0.32646703720092773,,,MOTOR 1650 1650,False,,,,,,0.8,0.01,0.05
0.35920000076293945,,,STOP,False,,,,,,0.8,0.01,0.05
0.39823269844055176,,,STOP,False,,,,,,0.8,0.01,0.05
0.41715550422668457,,,STOP,False,,,,,,0.8,0.01,0.05
0.43628358840942383,,,STOP,False,,,,,,0.8,0.01,0.05
0.5052103996276855,13.889130806323609,718.0250692002335,MOTOR 1613 1650,True,430,330,11.111,0.0,0.0,0.8,0.01,0.05
0.5400891304016113,14.242630101190922,715.0251743819933,MOTOR 1611 1650,True,433,330,11.394,0.005,0.509,0.8,0.01,0.05
0.5756840705871582,14.480707874255183,713.0343610233662,MOTOR 1611 1650,True,435,329,11.585,0.01,0.336,0.8,0.01,0.05
0.6065995693206787,13.854823749809624,712.0449424018121,MOTOR 1617 1650,True,437,328,11.084,0.014,-1.009,0.8,0.01,0.05
0.6338999271392822,10.393863990472306,702.0576899372302,MOTOR 1644 1650,True,446,327,8.315,0.017,-6.3,0.8,0.01,0.05
0.6631364822387695,,,MOTOR 1644 1650,False,,,,,,0.8,0.01,0.05
0.6960799694061279,,,MOTOR 1644 1650,False,,,,,,0.8,0.01,0.05
0.7282438278198242,8.902432656795208,662.1933252457321,MOTOR 1629 1650,True,486,320,7.122,0.026,-0.791,0.8,0.01,0.05
0.7433531284332275,8.902432656795208,662.1933252457321,MOTOR 1627 1650,True,486,320,7.122,0.027,0.0,0.8,0.01,0.05
0.7626552581787109,17.433566000481626,647.3407139984322,MOTOR 1531 1650,True,501,315,13.947,0.03,21.972,0.8,0.01,0.05
0.7933928966522217,13.938173912386207,634.4540960542378,MOTOR 1632 1650,True,514,312,11.151,0.035,-5.689,0.8,0.01,0.05
0.8430314064025879,25.404877980030058,618.7277268718447,MOTOR 1544 1650,True,530,306,20.324,0.047,11.563,0.8,0.01,0.05
0.9058122634887695,17.702520923878755,591.4228605659406,MOTOR 1624 1650,True,558,295,14.162,0.058,-6.147,0.8,0.01,0.05
0.9385430812835693,25.020646953055174,574.9243428486917,MOTOR 1546 1650,True,575,289,20.017,0.067,11.166,0.8,0.01,0.05
0.9737644195556641,20.599358093567666,560.0607109947993,MOTOR 1616 1650,True,590,288,16.479,0.074,-6.284,0.8,0.01,0.05
1.0034980773925781,19.22139638376387,545.3897688809353,MOTOR 1607 1650,True,605,285,15.377,0.08,-2.307,0.8,0.01,0.05
1.035329818725586,16.447052486837496,528.5640926131854,MOTOR 1621 1650,True,622,284,13.158,0.085,-4.356,0.8,0.01,0.05
1.0670862197875977,12.563228561791142,511.6492939504559,MOTOR 1637 1650,True,639,284,10.051,0.089,-6.118,0.8,0.01,0.05
1.083357572555542,12.563228561791142,511.6492939504559,MOTOR 1617 1650,True,639,284,10.051,0.091,0.0,0.8,0.01,0.05
1.0980517864227295,5.73371547279371,498.7183573922259,MOTOR 1650 1589,True,652,284,4.587,0.092,-23.127,0.8,0.01,0.05
1.1308026313781738,8.615036768300019,484.02169372870054,MOTOR 1613 1650,True,668,282,6.892,0.094,4.407,0.8,0.01,0.05
1.1781995296478271,14.692457272475725,467.6109494013159,MOTOR 1590 1650,True,684,278,11.754,0.101,6.41,0.8,0.01,0.05
1.2122657299041748,17.767406040762356,455.24169404833737,MOTOR 1588 1650,True,697,274,14.214,0.107,4.512,0.8,0.01,0.05
1.2442529201507568,14.154216797669465,443.4974633523849,MOTOR 1631 1650,True,709,273,11.323,0.112,-5.649,0.8,0.01,0.05
1.3048672676086426,,,MOTOR 1631 1650,False,,,,,,0.8,0.01,0.05
1.3365166187286377,,,MOTOR 1631 1650,False,,,,,,0.8,0.01,0.05
1.3815717697143555,,,MOTOR 1631 1650,False,,,,,,0.8,0.01,0.05
1.3981153964996338,,,MOTOR 1631 1650,False,,,,,,0.8,0.01,0.05
1.432614803314209,,,MOTOR 1631 1650,False,,,,,,0.8,0.01,0.05
1.4450552463531494,,,MOTOR 1631 1650,False,,,,,,0.8,0.01,0.05
1.4637706279754639,,,MOTOR 1631 1650,False,,,,,,0.8,0.01,0.05
1.5101118087768555,,,MOTOR 1631 1650,False,,,,,,0.8,0.01,0.05
1.542541265487671,,,MOTOR 1631 1650,False,,,,,,0.8,0.01,0.05
1.577848196029663,21.400344026676386,284.2903445423358,MOTOR 1589 1650,True,878,247,17.12,0.183,1.086,0.8,0.01,0.05
1.6106581687927246,,,MOTOR 1589 1650,False,,,,,,0.8,0.01,0.05
1.639052152633667,,,MOTOR 1589 1650,False,,,,,,0.8,0.01,0.05
1.7047994136810303,,,MOTOR 1589 1650,False,,,,,,0.8,0.01,0.05
1.7371535301208496,,,MOTOR 1589 1650,False,,,,,,0.8,0.01,0.05
1.7719643115997314,,,MOTOR 1589 1650,False,,,,,,0.8,0.01,0.05
1.7850654125213623,,,MOTOR 1589 1650,False,,,,,,0.8,0.01,0.05
1.8025970458984375,28.044159372525232,189.4333655932872,MOTOR 1570 1650,True,989,230,22.435,0.246,1.478,0.8,0.01,0.05
1.8346073627471924,29.854020400892498,185.88437266214714,MOTOR 1561 1650,True,994,229,23.883,0.256,2.83,0.8,0.01,0.05
1.8816354274749756,,,MOTOR 1561 1650,False,,,,,,0.8,0.01,0.05
1.9152874946594238,31.36671241547103,168.8342382338369,FORWARD,True,1014,232,,,,0.8,0.01,0.05
