time,steering_error,distance,command,both_detected,robot_x,robot_y,pid_p,pid_i,pid_d,kp,ki,kd
0.025229692459106445,89.5755871962388,949.8010317956072,MOTOR 1414 1650,True,199,379,71.66,0.052,-0.886,0.8,0.01,0.05
0.05736398696899414,89.23479420829699,948.8018760521081,MOTOR 1414 1650,True,199,379,71.388,0.081,-0.531,0.8,0.01,0.05
0.08907032012939453,88.30567815189373,946.6847416114829,MOTOR 1420 1650,True,202,376,70.645,0.109,-1.467,0.8,0.01,0.05
0.11945891380310059,85.2026815105673,946.5077918326928,MOTOR 1440 1650,True,203,371,68.162,0.134,-5.1,0.8,0.01,0.05
0.15436720848083496,81.7551868514727,943.3583624476968,MOTOR 1448 1650,True,205,366,65.404,0.163,-4.949,0.8,0.01,0.05
0.18699216842651367,77.629820426404,941.2342960177343,MOTOR 1464 1650,True,206,362,62.104,0.188,-6.321,0.8,0.01,0.05
0.22074484825134277,74.27179619022591,937.1365962334413,MOTOR 1468 1650,True,211,356,59.417,0.213,-4.972,0.8,0.01,0.05
0.2684950828552246,68.59347156578045,933.0535890290546,MOTOR 1487 1650,True,215,350,54.875,0.246,-5.946,0.8,0.01,0.05
0.30202221870422363,62.630997324102566,928.0134697298311,MOTOR 1512 1650,True,220,345,50.105,0.267,-8.904,0.8,0.01,0.05
0.3298020362854004,57.18271345282302,919.0,MOTOR 1530 1650,True,228,340,45.746,0.283,-9.831,0.8,0.01,0.05
0.36133885383605957,52.711537716012096,912.01370603736,MOTOR 1532 1650,True,236,335,42.169,0.3,-7.055,0.8,0.01,0.05
0.3964118957519531,42.7519427940554,904.0447997748784,MOTOR 1583 1650,True,244,331,34.202,0.315,-14.249,0.8,0.01,0.05
0.42723989486694336,36.44601055883933,894.0945140196309,MOTOR 1586 1650,True,254,327,29.157,0.326,-10.2,0.8,0.01,0.05
0.45901036262512207,29.15260032305863,884.14478452344,MOTOR 1610 1650,True,264,324,23.322,0.335,-11.476,0.8,0.01,0.05
0.48863863945007324,25.656939276331517,873.2067338265321,MOTOR 1601 1650,True,275,321,20.526,0.343,-5.889,0.8,0.01,0.05
0.5211310386657715,22.75824661705493,861.3924773295852,MOTOR 1604 1650,True,288,314,18.207,0.35,-4.47,0.8,0.01,0.05
0.5361182689666748,22.75824661705493,861.3924773295852,MOTOR 1589 1650,True,288,314,18.207,0.353,0.0,0.8,0.01,0.05
0.5539085865020752,21.75592665663421,850.5292469985967,MOTOR 1601 1650,True,298,310,17.405,0.357,-2.799,0.8,0.01,0.05
0.6342339515686035,29.337297173996372,825.0696940259047,MOTOR 1555 1650,True,324,298,23.47,0.381,4.716,0.8,0.01,0.05
0.6623392105102539,,,MOTOR 1555 1650,False,,,,,,0.8,0.01,0.05
0.6961956024169922,,,MOTOR 1555 1650,False,,,,,,0.8,0.01,0.05
0.7268028259277344,,,MOTOR 1555 1650,False,,,,,,0.8,0.01,0.05
0.7571077346801758,,,MOTOR 1555 1650,False,,,,,,0.8,0.01,0.05
0.7923123836517334,14.399039756595906,756.2274790035073,MOTOR 1627 1650,True,394,282,11.519,0.404,-4.725,0.8,0.01,0.05
0.8244626522064209,,,MOTOR 1627 1650,False,,,,,,0.8,0.01,0.05
0.8567309379577637,9.043148219313801,728.393437642048,MOTOR 1639 1650,True,422,281,7.235,0.41,-4.156,0.8,0.01,0.05
0.86903977394104,9.043148219313801,728.393437642048,MOTOR 1625 1650,True,422,281,7.235,0.411,0.0,0.8,0.01,0.05
0.8860287666320801,,,MOTOR 1625 1650,False,,,,,,0.8,0.01,0.05
0.919234037399292,,,MOTOR 1625 1650,False,,,,,,0.8,0.01,0.05
0.9653868675231934,,,MOTOR 1625 1650,False,,,,,,0.8,0.01,0.05
1.0301120281219482,,,MOTOR 1625 1650,False,,,,,,0.8,0.01,0.05
1.0616040229797363,,,MOTOR 1625 1650,False,,,,,,0.8,0.01,0.05
1.0958080291748047,,,MOTOR 1625 1650,False,,,,,,0.8,0.01,0.05
1.128587007522583,,,MOTOR 1625 1650,False,,,,,,0.8,0.01,0.05
1.1606051921844482,,,MOTOR 1625 1650,False,,,,,,0.8,0.01,0.05
1.192063570022583,,,STOP,False,,,,,,0.8,0.01,0.05
1.225019931793213,,,STOP,False,,,,,,0.8,0.01,0.05
1.2400531768798828,,,STOP,False,,,,,,0.8,0.01,0.05
1.258335828781128,10.00082632860221,536.9487871296479,MOTOR 1624 1650,True,615,275,8.001,0.0,0.0,0.8,0.01,0.05
1.3093533515930176,5.002084456284197,523.1797014411014,MOTOR 1650 1648,True,629,274,4.002,0.003,-4.904,0.8,0.01,0.05
1.3369073867797852,7.540361297060796,517.1015374179427,MOTOR 1615 1650,True,635,275,6.032,0.005,4.598,0.8,0.01,0.05
1.376830816268921,7.786034280073148,513.26114210994,MOTOR 1629 1650,True,639,274,6.229,0.008,0.309,0.8,0.01,0.05
1.4363501071929932,9.403295682674717,492.7149277219029,MOTOR 1621 1650,True,660,272,7.523,0.013,1.353,0.8,0.01,0.05
1.4684326648712158,13.334565261926663,478.99582461645736,MOTOR 1594 1650,True,674,271,10.668,0.018,6.155,0.8,0.01,0.05
1.502938985824585,,,MOTOR 1594 1650,False,,,,,,0.8,0.01,0.05
1.5312221050262451,,,MOTOR 1594 1650,False,,,,,,0.8,0.01,0.05
1.5617609024047852,,,MOTOR 1594 1650,False,,,,,,0.8,0.01,0.05
1.5722723007202148,,,MOTOR 1594 1650,False,,,,,,0.8,0.01,0.05
1.592780351638794,,,MOTOR 1594 1650,False,,,,,,0.8,0.01,0.05
1.6229655742645264,,,MOTOR 1594 1650,False,,,,,,0.8,0.01,0.05
1.6743676662445068,-0.6559302598965556,379.95394457749745,MOTOR 1650 1637,True,774,273,-0.525,0.016,-3.395,0.8,0.01,0.05
1.7049593925476074,9.725551151869574,364.0329655402104,MOTOR 1568 1650,True,790,274,7.78,0.019,16.984,0.8,0.01,0.05
1.737178087234497,-0.5152013477709064,353.0354089889568,MOTOR 1650 1596,True,801,275,-0.412,0.019,-15.879,0.8,0.01,0.05
1.769331693649292,7.844272552666176,337.13053851586926,MOTOR 1586 1650,True,818,276,6.275,0.022,12.998,0.8,0.01,0.05
1.8331964015960693,10.152449631084178,309.6853241598639,MOTOR 1617 1650,True,846,276,8.122,0.028,1.807,0.8,0.01,0.05
1.8667986392974854,4.4632315589191585,294.8101083748656,MOTOR 1650 1634,True,861,277,3.571,0.03,-8.468,0.8,0.01,0.05
1.8965301513671875,,,MOTOR 1650 1634,False,,,,,,0.8,0.01,0.05
1.9086811542510986,,,MOTOR 1650 1634,False,,,,,,0.8,0.01,0.05
1.927938461303711,,,MOTOR 1650 1634,False,,,,,,0.8,0.01,0.05
1.958878755569458,,,MOTOR 1650 1634,False,,,,,,0.8,0.01,0.05
2.006725311279297,,,MOTOR 1650 1634,False,,,,,,0.8,0.01,0.05
2.0377111434936523,,,MOTOR 1650 1634,False,,,,,,0.8,0.01,0.05
2.0708718299865723,,,MOTOR 1650 1634,False,,,,,,0.8,0.01,0.05
2.1045150756835938,,,MOTOR 1650 1634,False,,,,,,0.8,0.01,0.05
2.1353602409362793,12.68933818703359,164.7573974060042,FORWARD,True,994,287,,,,0.8,0.01,0.05
