label,total_time_s,time_to_align_s,time_to_contact_s,heading_at_contact_deg,mean_abs_steering_error_deg,max_abs_steering_error_deg,path_efficiency_pct,detection_reliability_pct,total_frames
phase2_run04,2.637,0.933,2.637,12.9,33.9,89.6,98.0,68.4,79
