label,total_time_s,time_to_align_s,time_to_contact_s,heading_at_contact_deg,mean_abs_steering_error_deg,max_abs_steering_error_deg,path_efficiency_pct,detection_reliability_pct,total_frames
phase2_run03,1.79,0.031,1.79,6.7,6.6,12.1,99.6,41.5,53
