time,steering_error,distance,command,both_detected,robot_x,robot_y
0.02207207679748535,-2.3627983846015783,958.0130479278453,FORWARD,True,159,372
0.05331087112426758,-2.435584811039683,958.0130479278453,FORWARD,True,159,372
0.10307073593139648,-1.7148590154832684,956.0130752243925,FORWARD,True,161,371
0.1343095302581787,-0.7403333737406179,947.0258708187438,FORWARD,True,170,370
0.16641807556152344,,,STOP,False,,
0.19775176048278809,,,STOP,False,,
0.22836804389953613,,,STOP,False,,
0.26341748237609863,0.20972050484949484,880.0204543077393,FORWARD,True,237,371
0.29933619499206543,0.9217917709621819,869.0207132168945,FORWARD,True,248,370
0.3349480628967285,0.5793819438092815,865.0208089982576,FORWARD,True,252,371
0.3605928421020508,1.068857487270004,860.0284879002555,FORWARD,True,257,370
0.39049601554870605,,,STOP,False,,
0.4309806823730469,,,STOP,False,,
0.45883607864379883,,,STOP,False,,
0.4992403984069824,5.348779531282378,793.0510702344459,FORWARD,True,324,367
0.5428121089935303,3.347281169276303,785.0515906614036,FORWARD,True,332,368
0.5696039199829102,6.3688359623876645,782.0773619022609,FORWARD,True,335,366
0.6001615524291992,4.666445277031711,779.0519879956664,FORWARD,True,338,367
0.6335382461547852,7.244348090598303,768.1100181614611,FORWARD,True,349,364
0.6629421710968018,,,STOP,False,,
0.6973822116851807,,,STOP,False,,
0.7276101112365723,,,STOP,False,,
0.7552487850189209,,,STOP,False,,
0.7888145446777344,13.735438910868407,695.5242626968522,FORWARD,True,422,350
0.8205335140228271,13.19290328567177,690.5280588071712,FORWARD,True,427,350
0.8568353652954102,16.157885962715145,689.6528112028544,FORWARD,True,428,347
0.9114024639129639,15.00606636683594,686.6127001447031,FORWARD,True,431,347
0.9405646324157715,,,STOP,False,,
0.972327470779419,,,STOP,False,,
0.9970943927764893,,,STOP,False,,
1.0283217430114746,,,STOP,False,,
1.0623915195465088,16.72399978220029,611.5848264958836,FORWARD,True,507,333
1.0924553871154785,15.580776764830999,605.6740047253143,FORWARD,True,513,332
1.1296653747558594,16.261918279479445,603.7549171642414,FORWARD,True,515,331
1.1613585948944092,18.010397338533345,601.7607498001178,FORWARD,True,517,331
1.1925008296966553,18.34383640409724,593.0278239678134,FORWARD,True,526,328
1.2254877090454102,,,STOP,False,,
1.2538115978240967,,,STOP,False,,
1.3066730499267578,,,STOP,False,,
1.3408777713775635,27.89551841105927,537.8410545876914,RIGHT,True,584,305
1.3705005645751953,29.593312388527764,530.4724309518828,RIGHT,True,592,301
1.3995497226715088,29.416478535437545,527.648557280317,RIGHT,True,595,300
1.4289641380310059,30.4154078188953,524.6808553778192,RIGHT,True,598,300
1.4633285999298096,31.83248253066753,523.9895037116679,RIGHT,True,599,298
1.4911777973175049,25.615237500437207,519.8846025802264,RIGHT,True,603,299
1.526458978652954,16.80433139410459,512.8138063664043,FORWARD,True,610,300
1.5583953857421875,6.554648056163819,507.98622028555064,FORWARD,True,614,306
1.5939066410064697,-7.232379107696432,498.992985922648,FORWARD,True,622,314
1.621886968612671,,,STOP,False,,
1.6541147232055664,,,STOP,False,,
1.704543113708496,,,STOP,False,,
1.738901138305664,-15.537943463961108,448.69811677786214,FORWARD,True,670,338
1.7753591537475586,-16.34395677281967,441.5529413331996,FORWARD,True,677,340
1.8043625354766846,-16.168470193309094,440.4736087440427,FORWARD,True,678,341
1.830986499786377,,,STOP,False,,
1.864274263381958,-12.410217113259511,433.4155050295271,FORWARD,True,685,342
1.8945767879486084,,,STOP,False,,
1.925621747970581,-10.129830259090346,404.04207701673846,FORWARD,True,714,348
1.9581925868988037,-13.249983787879117,393.7943625802685,FORWARD,True,724,352
1.9932997226715088,-13.452755314221456,380.63630935579437,FORWARD,True,737,355
2.021375894546509,,,STOP,False,,
2.0506644248962402,,,STOP,False,,
2.1024208068847656,,,STOP,False,,
2.1441941261291504,-11.986449771573913,316.0569568922665,FORWARD,True,801,371
2.171562910079956,-15.369978851355254,308.0146100430952,FORWARD,True,809,374
2.1999802589416504,-14.359723507921068,305.0147537415199,FORWARD,True,812,374
2.2307450771331787,-12.249214911952935,303.014851121195,FORWARD,True,814,374
2.2619407176971436,-12.355646009838223,293.00170647967224,FORWARD,True,824,376
2.2911431789398193,-11.173399244902836,280.0017857085915,FORWARD,True,837,378
2.3260855674743652,,,STOP,False,,
2.3568034172058105,,,STOP,False,,
2.3901119232177734,,,STOP,False,,
2.449510097503662,-7.867154401676513,214.18916872708573,FORWARD,True,903,386
2.4675629138946533,-9.231804796419308,208.24024587000469,FORWARD,True,909,387
2.502274513244629,-8.923841081695526,206.29348026537338,FORWARD,True,911,388
2.5340583324432373,-8.950314003787199,205.29490982486632,FORWARD,True,912,388
2.5677828788757324,-6.2626721642208905,202.20039564748632,FORWARD,True,915,386
2.5996270179748535,-7.134305570303977,189.2643653728826,FORWARD,True,928,387
2.638911724090576,,,STOP,False,,
2.6697070598602295,,,STOP,False,,
2.7007784843444824,-0.4375060375525385,148.56984889270097,FORWARD,True,969,390
