label,total_time_s,time_to_align_s,time_to_contact_s,heading_at_contact_deg,mean_abs_steering_error_deg,max_abs_steering_error_deg,path_efficiency_pct,detection_reliability_pct,total_frames
phase1_run05,3.3,0.897,3.3,9.2,37.4,176.8,86.4,65.7,99
